char	codepoint	low_byte	ascii_if_printable
夽	U+593D	0x3D	=
夾	U+593E	0x3E	>
夿	U+593F	0x3F	?
奀	U+5940	0x40	@
奁	U+5941	0x41	A
奂	U+5942	0x42	B
奃	U+5943	0x43	C
奄	U+5944	0x44	D
奅	U+5945	0x45	E
奆	U+5946	0x46	F
奇	U+5947	0x47	G
奈	U+5948	0x48	H
奉	U+5949	0x49	I
奊	U+594A	0x4A	J
奋	U+594B	0x4B	K
奌	U+594C	0x4C	L
奍	U+594D	0x4D	M
奎	U+594E	0x4E	N
奏	U+594F	0x4F	O
奐	U+5950	0x50	P
契	U+5951	0x51	Q
奒	U+5952	0x52	R
奓	U+5953	0x53	S
奔	U+5954	0x54	T
奕	U+5955	0x55	U
奖	U+5956	0x56	V
套	U+5957	0x57	W
奘	U+5958	0x58	X
奙	U+5959	0x59	Y
奚	U+595A	0x5A	Z
奛	U+595B	0x5B	[
奜	U+595C	0x5C	\
奝	U+595D	0x5D	]
奞	U+595E	0x5E	^
奟	U+595F	0x5F	_
奠	U+5960	0x60	`
奡	U+5961	0x61	a
奢	U+5962	0x62	b
奣	U+5963	0x63	c
奤	U+5964	0x64	d
奥	U+5965	0x65	e
奦	U+5966	0x66	f
奧	U+5967	0x67	g
奨	U+5968	0x68	h
奩	U+5969	0x69	i
奪	U+596A	0x6A	j
奫	U+596B	0x6B	k
奬	U+596C	0x6C	l
奭	U+596D	0x6D	m
奮	U+596E	0x6E	n
奯	U+596F	0x6F	o
奰	U+5970	0x70	p
奱	U+5971	0x71	q
奲	U+5972	0x72	r
女	U+5973	0x73	s
奴	U+5974	0x74	t
奵	U+5975	0x75	u
奶	U+5976	0x76	v
奷	U+5977	0x77	w
奸	U+5978	0x78	x
她	U+5979	0x79	y
奺	U+597A	0x7A	z
奻	U+597B	0x7B	{
奼	U+597C	0x7C	|
好	U+597D	0x7D	}
奾	U+597E	0x7E	~
奿	U+597F	0x7F	
妀	U+5980	0x80	
妁	U+5981	0x81	
如	U+5982	0x82	
妃	U+5983	0x83	
妄	U+5984	0x84	
妅	U+5985	0x85	
妆	U+5986	0x86	
妇	U+5987	0x87	
妈	U+5988	0x88	
妉	U+5989	0x89	
妊	U+598A	0x8A	
妋	U+598B	0x8B	
妌	U+598C	0x8C	
妍	U+598D	0x8D	
妎	U+598E	0x8E	
妏	U+598F	0x8F	
妐	U+5990	0x90	
妑	U+5991	0x91	
妒	U+5992	0x92	
妓	U+5993	0x93	
妔	U+5994	0x94	
妕	U+5995	0x95	
妖	U+5996	0x96	
妗	U+5997	0x97	
妘	U+5998	0x98	
妙	U+5999	0x99	
妚	U+599A	0x9A	
妛	U+599B	0x9B	
妜	U+599C	0x9C	
妝	U+599D	0x9D	
妞	U+599E	0x9E	
妟	U+599F	0x9F	
妠	U+59A0	0xA0	
妡	U+59A1	0xA1	
妢	U+59A2	0xA2	
妣	U+59A3	0xA3	
妤	U+59A4	0xA4	
妥	U+59A5	0xA5	
妦	U+59A6	0xA6	
妧	U+59A7	0xA7	
妨	U+59A8	0xA8	
妩	U+59A9	0xA9	
妪	U+59AA	0xAA	
妫	U+59AB	0xAB	
妬	U+59AC	0xAC	
妭	U+59AD	0xAD	
妮	U+59AE	0xAE	
妯	U+59AF	0xAF	
妰	U+59B0	0xB0	
妱	U+59B1	0xB1	
妲	U+59B2	0xB2	
妳	U+59B3	0xB3	
妴	U+59B4	0xB4	
妵	U+59B5	0xB5	
妶	U+59B6	0xB6	
妷	U+59B7	0xB7	
妸	U+59B8	0xB8	
妹	U+59B9	0xB9	
妺	U+59BA	0xBA	
妻	U+59BB	0xBB	
妼	U+59BC	0xBC	
妽	U+59BD	0xBD	
妾	U+59BE	0xBE	
妿	U+59BF	0xBF	
姀	U+59C0	0xC0	
姁	U+59C1	0xC1	
姂	U+59C2	0xC2	
姃	U+59C3	0xC3	
姄	U+59C4	0xC4	
姅	U+59C5	0xC5	
姆	U+59C6	0xC6	
姇	U+59C7	0xC7	
姈	U+59C8	0xC8	
姉	U+59C9	0xC9	
姊	U+59CA	0xCA	
始	U+59CB	0xCB	
姌	U+59CC	0xCC	
姍	U+59CD	0xCD	
姎	U+59CE	0xCE	
姏	U+59CF	0xCF	
姐	U+59D0	0xD0	
姑	U+59D1	0xD1	
姒	U+59D2	0xD2	
姓	U+59D3	0xD3	
委	U+59D4	0xD4	
姕	U+59D5	0xD5	
姖	U+59D6	0xD6	
姗	U+59D7	0xD7	
姘	U+59D8	0xD8	
姙	U+59D9	0xD9	
姚	U+59DA	0xDA	
姛	U+59DB	0xDB	
姜	U+59DC	0xDC	
姝	U+59DD	0xDD	
姞	U+59DE	0xDE	
姟	U+59DF	0xDF	
姠	U+59E0	0xE0	
姡	U+59E1	0xE1	
姢	U+59E2	0xE2	
姣	U+59E3	0xE3	
姤	U+59E4	0xE4	
姥	U+59E5	0xE5	
姦	U+59E6	0xE6	
姧	U+59E7	0xE7	
姨	U+59E8	0xE8	
姩	U+59E9	0xE9	
姪	U+59EA	0xEA	
姫	U+59EB	0xEB	
姬	U+59EC	0xEC	
姭	U+59ED	0xED	
姮	U+59EE	0xEE	
姯	U+59EF	0xEF	
姰	U+59F0	0xF0	
姱	U+59F1	0xF1	
姲	U+59F2	0xF2	
姳	U+59F3	0xF3	
姴	U+59F4	0xF4	
姵	U+59F5	0xF5	
姶	U+59F6	0xF6	
姷	U+59F7	0xF7	
姸	U+59F8	0xF8	
姹	U+59F9	0xF9	
姺	U+59FA	0xFA	
姻	U+59FB	0xFB	
姼	U+59FC	0xFC	
姽	U+59FD	0xFD	
姾	U+59FE	0xFE	
姿	U+59FF	0xFF	
娀	U+5A00	0x00	
威	U+5A01	0x01	
娂	U+5A02	0x02	
娃	U+5A03	0x03	
娄	U+5A04	0x04	
娅	U+5A05	0x05	
娆	U+5A06	0x06	
娇	U+5A07	0x07	
娈	U+5A08	0x08	
娉	U+5A09	0x09	
娊	U+5A0A	0x0A	
娋	U+5A0B	0x0B	
娌	U+5A0C	0x0C	
娍	U+5A0D	0x0D	
娎	U+5A0E	0x0E	
娏	U+5A0F	0x0F	
娐	U+5A10	0x10	
娑	U+5A11	0x11	
娒	U+5A12	0x12	
娓	U+5A13	0x13	
娔	U+5A14	0x14	
娕	U+5A15	0x15	
娖	U+5A16	0x16	
娗	U+5A17	0x17	
娘	U+5A18	0x18	
娙	U+5A19	0x19	
娚	U+5A1A	0x1A	
娛	U+5A1B	0x1B	
娜	U+5A1C	0x1C	
娝	U+5A1D	0x1D	
娞	U+5A1E	0x1E	
娟	U+5A1F	0x1F	
娠	U+5A20	0x20	 
娡	U+5A21	0x21	!
娢	U+5A22	0x22	"
娣	U+5A23	0x23	#
娤	U+5A24	0x24	$
娥	U+5A25	0x25	%
娦	U+5A26	0x26	&
娧	U+5A27	0x27	'
娨	U+5A28	0x28	(
娩	U+5A29	0x29	)
娪	U+5A2A	0x2A	*
娫	U+5A2B	0x2B	+
娬	U+5A2C	0x2C	,
娭	U+5A2D	0x2D	-
娮	U+5A2E	0x2E	.
娯	U+5A2F	0x2F	/
娰	U+5A30	0x30	0
娱	U+5A31	0x31	1
娲	U+5A32	0x32	2
娳	U+5A33	0x33	3
娴	U+5A34	0x34	4
娵	U+5A35	0x35	5
娶	U+5A36	0x36	6
娷	U+5A37	0x37	7
娸	U+5A38	0x38	8
娹	U+5A39	0x39	9
娺	U+5A3A	0x3A	:
娻	U+5A3B	0x3B	;
娼	U+5A3C	0x3C	<
娽	U+5A3D	0x3D	=
娾	U+5A3E	0x3E	>
娿	U+5A3F	0x3F	?
婀	U+5A40	0x40	@
婁	U+5A41	0x41	A
婂	U+5A42	0x42	B
婃	U+5A43	0x43	C
婄	U+5A44	0x44	D
婅	U+5A45	0x45	E
婆	U+5A46	0x46	F
婇	U+5A47	0x47	G
婈	U+5A48	0x48	H
婉	U+5A49	0x49	I
婊	U+5A4A	0x4A	J
婋	U+5A4B	0x4B	K
婌	U+5A4C	0x4C	L
婍	U+5A4D	0x4D	M
婎	U+5A4E	0x4E	N
婏	U+5A4F	0x4F	O
婐	U+5A50	0x50	P
婑	U+5A51	0x51	Q
婒	U+5A52	0x52	R
婓	U+5A53	0x53	S
婔	U+5A54	0x54	T
婕	U+5A55	0x55	U
婖	U+5A56	0x56	V
婗	U+5A57	0x57	W
婘	U+5A58	0x58	X
婙	U+5A59	0x59	Y
婚	U+5A5A	0x5A	Z
婛	U+5A5B	0x5B	[
婜	U+5A5C	0x5C	\
婝	U+5A5D	0x5D	]
婞	U+5A5E	0x5E	^
婟	U+5A5F	0x5F	_
婠	U+5A60	0x60	`
婡	U+5A61	0x61	a
婢	U+5A62	0x62	b
婣	U+5A63	0x63	c
婤	U+5A64	0x64	d
婥	U+5A65	0x65	e
婦	U+5A66	0x66	f
婧	U+5A67	0x67	g
婨	U+5A68	0x68	h
婩	U+5A69	0x69	i
婪	U+5A6A	0x6A	j
婫	U+5A6B	0x6B	k
婬	U+5A6C	0x6C	l
婭	U+5A6D	0x6D	m
婮	U+5A6E	0x6E	n
婯	U+5A6F	0x6F	o
婰	U+5A70	0x70	p
婱	U+5A71	0x71	q
婲	U+5A72	0x72	r
婳	U+5A73	0x73	s
婴	U+5A74	0x74	t
婵	U+5A75	0x75	u
婶	U+5A76	0x76	v
婷	U+5A77	0x77	w
婸	U+5A78	0x78	x
婹	U+5A79	0x79	y
婺	U+5A7A	0x7A	z
婻	U+5A7B	0x7B	{
婼	U+5A7C	0x7C	|
婽	U+5A7D	0x7D	}
婾	U+5A7E	0x7E	~
婿	U+5A7F	0x7F	
媀	U+5A80	0x80	
媁	U+5A81	0x81	
媂	U+5A82	0x82	
媃	U+5A83	0x83	
媄	U+5A84	0x84	
媅	U+5A85	0x85	
媆	U+5A86	0x86	
媇	U+5A87	0x87	
媈	U+5A88	0x88	
媉	U+5A89	0x89	
媊	U+5A8A	0x8A	
媋	U+5A8B	0x8B	
媌	U+5A8C	0x8C	
媍	U+5A8D	0x8D	
媎	U+5A8E	0x8E	
媏	U+5A8F	0x8F	
媐	U+5A90	0x90	
媑	U+5A91	0x91	
媒	U+5A92	0x92	
媓	U+5A93	0x93	
媔	U+5A94	0x94	
媕	U+5A95	0x95	
媖	U+5A96	0x96	
媗	U+5A97	0x97	
媘	U+5A98	0x98	
媙	U+5A99	0x99	
媚	U+5A9A	0x9A	
媛	U+5A9B	0x9B	
媜	U+5A9C	0x9C	
媝	U+5A9D	0x9D	
媞	U+5A9E	0x9E	
媟	U+5A9F	0x9F	
媠	U+5AA0	0xA0	
媡	U+5AA1	0xA1	
媢	U+5AA2	0xA2	
媣	U+5AA3	0xA3	
媤	U+5AA4	0xA4	
媥	U+5AA5	0xA5	
媦	U+5AA6	0xA6	
媧	U+5AA7	0xA7	
媨	U+5AA8	0xA8	
媩	U+5AA9	0xA9	
媪	U+5AAA	0xAA	
媫	U+5AAB	0xAB	
媬	U+5AAC	0xAC	
媭	U+5AAD	0xAD	
媮	U+5AAE	0xAE	
媯	U+5AAF	0xAF	
媰	U+5AB0	0xB0	
媱	U+5AB1	0xB1	
媲	U+5AB2	0xB2	
媳	U+5AB3	0xB3	
媴	U+5AB4	0xB4	
媵	U+5AB5	0xB5	
媶	U+5AB6	0xB6	
媷	U+5AB7	0xB7	
媸	U+5AB8	0xB8	
媹	U+5AB9	0xB9	
媺	U+5ABA	0xBA	
媻	U+5ABB	0xBB	
媼	U+5ABC	0xBC	
媽	U+5ABD	0xBD	
媾	U+5ABE	0xBE	
媿	U+5ABF	0xBF	
嫀	U+5AC0	0xC0	
嫁	U+5AC1	0xC1	
嫂	U+5AC2	0xC2	
嫃	U+5AC3	0xC3	
嫄	U+5AC4	0xC4	
嫅	U+5AC5	0xC5	
嫆	U+5AC6	0xC6	
嫇	U+5AC7	0xC7	
嫈	U+5AC8	0xC8	
嫉	U+5AC9	0xC9	
嫊	U+5ACA	0xCA	
嫋	U+5ACB	0xCB	
嫌	U+5ACC	0xCC	
嫍	U+5ACD	0xCD	
嫎	U+5ACE	0xCE	
嫏	U+5ACF	0xCF	
嫐	U+5AD0	0xD0	
嫑	U+5AD1	0xD1	
嫒	U+5AD2	0xD2	
嫓	U+5AD3	0xD3	
嫔	U+5AD4	0xD4	
嫕	U+5AD5	0xD5	
嫖	U+5AD6	0xD6	
嫗	U+5AD7	0xD7	
嫘	U+5AD8	0xD8	
嫙	U+5AD9	0xD9	
嫚	U+5ADA	0xDA	
嫛	U+5ADB	0xDB	
嫜	U+5ADC	0xDC	
嫝	U+5ADD	0xDD	
嫞	U+5ADE	0xDE	
嫟	U+5ADF	0xDF	
嫠	U+5AE0	0xE0	
嫡	U+5AE1	0xE1	
嫢	U+5AE2	0xE2	
嫣	U+5AE3	0xE3	
嫤	U+5AE4	0xE4	
嫥	U+5AE5	0xE5	
嫦	U+5AE6	0xE6	
嫧	U+5AE7	0xE7	
嫨	U+5AE8	0xE8	
嫩	U+5AE9	0xE9	
嫪	U+5AEA	0xEA	
嫫	U+5AEB	0xEB	
嫬	U+5AEC	0xEC	
嫭	U+5AED	0xED	
嫮	U+5AEE	0xEE	
嫯	U+5AEF	0xEF	
嫰	U+5AF0	0xF0	
嫱	U+5AF1	0xF1	
嫲	U+5AF2	0xF2	
嫳	U+5AF3	0xF3	
嫴	U+5AF4	0xF4	
嫵	U+5AF5	0xF5	
嫶	U+5AF6	0xF6	
嫷	U+5AF7	0xF7	
嫸	U+5AF8	0xF8	
嫹	U+5AF9	0xF9	
嫺	U+5AFA	0xFA	
嫻	U+5AFB	0xFB	
嫼	U+5AFC	0xFC	
嫽	U+5AFD	0xFD	
嫾	U+5AFE	0xFE	
嫿	U+5AFF	0xFF	
嬀	U+5B00	0x00	
嬁	U+5B01	0x01	
嬂	U+5B02	0x02	
嬃	U+5B03	0x03	
嬄	U+5B04	0x04	
嬅	U+5B05	0x05	
嬆	U+5B06	0x06	
嬇	U+5B07	0x07	
嬈	U+5B08	0x08	
嬉	U+5B09	0x09	
嬊	U+5B0A	0x0A	
嬋	U+5B0B	0x0B	
嬌	U+5B0C	0x0C	
嬍	U+5B0D	0x0D	
嬎	U+5B0E	0x0E	
嬏	U+5B0F	0x0F	
嬐	U+5B10	0x10	
嬑	U+5B11	0x11	
嬒	U+5B12	0x12	
嬓	U+5B13	0x13	
嬔	U+5B14	0x14	
嬕	U+5B15	0x15	
嬖	U+5B16	0x16	
嬗	U+5B17	0x17	
嬘	U+5B18	0x18	
嬙	U+5B19	0x19	
嬚	U+5B1A	0x1A	
嬛	U+5B1B	0x1B	
嬜	U+5B1C	0x1C	
嬝	U+5B1D	0x1D	
嬞	U+5B1E	0x1E	
嬟	U+5B1F	0x1F	
嬠	U+5B20	0x20	 
嬡	U+5B21	0x21	!
嬢	U+5B22	0x22	"
嬣	U+5B23	0x23	#
嬤	U+5B24	0x24	$
嬥	U+5B25	0x25	%
嬦	U+5B26	0x26	&
嬧	U+5B27	0x27	'
嬨	U+5B28	0x28	(
嬩	U+5B29	0x29	)
嬪	U+5B2A	0x2A	*
嬫	U+5B2B	0x2B	+
嬬	U+5B2C	0x2C	,
嬭	U+5B2D	0x2D	-
嬮	U+5B2E	0x2E	.
嬯	U+5B2F	0x2F	/
嬰	U+5B30	0x30	0
嬱	U+5B31	0x31	1
嬲	U+5B32	0x32	2
嬳	U+5B33	0x33	3
嬴	U+5B34	0x34	4
嬵	U+5B35	0x35	5
嬶	U+5B36	0x36	6
嬷	U+5B37	0x37	7
嬸	U+5B38	0x38	8
嬹	U+5B39	0x39	9
嬺	U+5B3A	0x3A	:
嬻	U+5B3B	0x3B	;
嬼	U+5B3C	0x3C	<
嬽	U+5B3D	0x3D	=
嬾	U+5B3E	0x3E	>
嬿	U+5B3F	0x3F	?
孀	U+5B40	0x40	@
孁	U+5B41	0x41	A
孂	U+5B42	0x42	B
孃	U+5B43	0x43	C
孄	U+5B44	0x44	D
孅	U+5B45	0x45	E
孆	U+5B46	0x46	F
孇	U+5B47	0x47	G
孈	U+5B48	0x48	H
孉	U+5B49	0x49	I
孊	U+5B4A	0x4A	J
孋	U+5B4B	0x4B	K
孌	U+5B4C	0x4C	L
孍	U+5B4D	0x4D	M
孎	U+5B4E	0x4E	N
孏	U+5B4F	0x4F	O
子	U+5B50	0x50	P
孑	U+5B51	0x51	Q
孒	U+5B52	0x52	R
孓	U+5B53	0x53	S
孔	U+5B54	0x54	T
孕	U+5B55	0x55	U
孖	U+5B56	0x56	V
字	U+5B57	0x57	W
存	U+5B58	0x58	X
孙	U+5B59	0x59	Y
孚	U+5B5A	0x5A	Z
孛	U+5B5B	0x5B	[
孜	U+5B5C	0x5C	\
孝	U+5B5D	0x5D	]
孞	U+5B5E	0x5E	^
孟	U+5B5F	0x5F	_
孠	U+5B60	0x60	`
孡	U+5B61	0x61	a
孢	U+5B62	0x62	b
季	U+5B63	0x63	c
孤	U+5B64	0x64	d
孥	U+5B65	0x65	e
学	U+5B66	0x66	f
孧	U+5B67	0x67	g
孨	U+5B68	0x68	h
孩	U+5B69	0x69	i
孪	U+5B6A	0x6A	j
孫	U+5B6B	0x6B	k
孬	U+5B6C	0x6C	l
孭	U+5B6D	0x6D	m
孮	U+5B6E	0x6E	n
孯	U+5B6F	0x6F	o
孰	U+5B70	0x70	p
孱	U+5B71	0x71	q
孲	U+5B72	0x72	r
孳	U+5B73	0x73	s
孴	U+5B74	0x74	t
孵	U+5B75	0x75	u
孶	U+5B76	0x76	v
孷	U+5B77	0x77	w
學	U+5B78	0x78	x
孹	U+5B79	0x79	y
孺	U+5B7A	0x7A	z
孻	U+5B7B	0x7B	{
孼	U+5B7C	0x7C	|
孽	U+5B7D	0x7D	}
孾	U+5B7E	0x7E	~
孿	U+5B7F	0x7F	
宀	U+5B80	0x80	
宁	U+5B81	0x81	
宂	U+5B82	0x82	
它	U+5B83	0x83	
宄	U+5B84	0x84	
宅	U+5B85	0x85	
宆	U+5B86	0x86	
宇	U+5B87	0x87	
守	U+5B88	0x88	
安	U+5B89	0x89	
宊	U+5B8A	0x8A	
宋	U+5B8B	0x8B	
完	U+5B8C	0x8C	
宍	U+5B8D	0x8D	
宎	U+5B8E	0x8E	
宏	U+5B8F	0x8F	
宐	U+5B90	0x90	
宑	U+5B91	0x91	
宒	U+5B92	0x92	
宓	U+5B93	0x93	
宔	U+5B94	0x94	
宕	U+5B95	0x95	
宖	U+5B96	0x96	
宗	U+5B97	0x97	
官	U+5B98	0x98	
宙	U+5B99	0x99	
定	U+5B9A	0x9A	
宛	U+5B9B	0x9B	
宜	U+5B9C	0x9C	
宝	U+5B9D	0x9D	
实	U+5B9E	0x9E	
実	U+5B9F	0x9F	
宠	U+5BA0	0xA0	
审	U+5BA1	0xA1	
客	U+5BA2	0xA2	
宣	U+5BA3	0xA3	
室	U+5BA4	0xA4	
宥	U+5BA5	0xA5	
宦	U+5BA6	0xA6	
宧	U+5BA7	0xA7	
宨	U+5BA8	0xA8	
宩	U+5BA9	0xA9	
宪	U+5BAA	0xAA	
宫	U+5BAB	0xAB	
宬	U+5BAC	0xAC	
宭	U+5BAD	0xAD	
宮	U+5BAE	0xAE	
宯	U+5BAF	0xAF	
宰	U+5BB0	0xB0	
宱	U+5BB1	0xB1	
宲	U+5BB2	0xB2	
害	U+5BB3	0xB3	
宴	U+5BB4	0xB4	
宵	U+5BB5	0xB5	
家	U+5BB6	0xB6	
宷	U+5BB7	0xB7	
宸	U+5BB8	0xB8	
容	U+5BB9	0xB9	
宺	U+5BBA	0xBA	
宻	U+5BBB	0xBB	
宼	U+5BBC	0xBC	
宽	U+5BBD	0xBD	
宾	U+5BBE	0xBE	
宿	U+5BBF	0xBF	
寀	U+5BC0	0xC0	
寁	U+5BC1	0xC1	
寂	U+5BC2	0xC2	
寃	U+5BC3	0xC3	
寄	U+5BC4	0xC4	
寅	U+5BC5	0xC5	
密	U+5BC6	0xC6	
寇	U+5BC7	0xC7	
寈	U+5BC8	0xC8	
寉	U+5BC9	0xC9	
寊	U+5BCA	0xCA	
寋	U+5BCB	0xCB	
富	U+5BCC	0xCC	
寍	U+5BCD	0xCD	
寎	U+5BCE	0xCE	
寏	U+5BCF	0xCF	
寐	U+5BD0	0xD0	
寑	U+5BD1	0xD1	
寒	U+5BD2	0xD2	
寓	U+5BD3	0xD3	
寔	U+5BD4	0xD4	
寕	U+5BD5	0xD5	
寖	U+5BD6	0xD6	
寗	U+5BD7	0xD7	
寘	U+5BD8	0xD8	
寙	U+5BD9	0xD9	
寚	U+5BDA	0xDA	
寛	U+5BDB	0xDB	
寜	U+5BDC	0xDC	
寝	U+5BDD	0xDD	
寞	U+5BDE	0xDE	
察	U+5BDF	0xDF	
寠	U+5BE0	0xE0	
寡	U+5BE1	0xE1	
寢	U+5BE2	0xE2	
寣	U+5BE3	0xE3	
寤	U+5BE4	0xE4	
寥	U+5BE5	0xE5	
實	U+5BE6	0xE6	
寧	U+5BE7	0xE7	
寨	U+5BE8	0xE8	
審	U+5BE9	0xE9	
寪	U+5BEA	0xEA	
寫	U+5BEB	0xEB	
寬	U+5BEC	0xEC	
寭	U+5BED	0xED	
寮	U+5BEE	0xEE	
寯	U+5BEF	0xEF	
寰	U+5BF0	0xF0	
寱	U+5BF1	0xF1	
寲	U+5BF2	0xF2	
寳	U+5BF3	0xF3	
寴	U+5BF4	0xF4	
寵	U+5BF5	0xF5	
寶	U+5BF6	0xF6	
寷	U+5BF7	0xF7	
寸	U+5BF8	0xF8	
对	U+5BF9	0xF9	
寺	U+5BFA	0xFA	
寻	U+5BFB	0xFB	
导	U+5BFC	0xFC	
寽	U+5BFD	0xFD	
対	U+5BFE	0xFE	
寿	U+5BFF	0xFF	
尀	U+5C00	0x00	
封	U+5C01	0x01	
専	U+5C02	0x02	
尃	U+5C03	0x03	
射	U+5C04	0x04	
尅	U+5C05	0x05	
将	U+5C06	0x06	
將	U+5C07	0x07	
專	U+5C08	0x08	
尉	U+5C09	0x09	
尊	U+5C0A	0x0A	
尋	U+5C0B	0x0B	
尌	U+5C0C	0x0C	
對	U+5C0D	0x0D	
導	U+5C0E	0x0E	
小	U+5C0F	0x0F	
尐	U+5C10	0x10	
少	U+5C11	0x11	
尒	U+5C12	0x12	
尓	U+5C13	0x13	
尔	U+5C14	0x14	
尕	U+5C15	0x15	
尖	U+5C16	0x16	
尗	U+5C17	0x17	
尘	U+5C18	0x18	
尙	U+5C19	0x19	
尚	U+5C1A	0x1A	
尛	U+5C1B	0x1B	
尜	U+5C1C	0x1C	
尝	U+5C1D	0x1D	
尞	U+5C1E	0x1E	
尟	U+5C1F	0x1F	
尠	U+5C20	0x20	 
尡	U+5C21	0x21	!
